Date,Close
2020-06-15,42.22999954223633
2020-06-16,43.0099983215332
2020-06-17,43.02000045776367
2020-06-18,43.0
2020-06-19,43.0
2020-06-22,43.29999923706055
2020-06-23,43.65999984741211
2020-06-24,42.66999816894531
2020-06-25,43.16999816894531
2020-06-26,42.369998931884766
2020-06-29,42.63999938964844
2020-06-30,43.189998626708984
2020-07-01,42.75
2020-07-02,42.52000045776367
2020-07-06,43.43000030517578
2020-07-07,42.040000915527344
2020-07-08,42.400001525878906
2020-07-09,42.380001068115234
2020-07-10,42.540000915527344
2020-07-13,41.65999984741211
2020-07-14,42.9900016784668
2020-07-15,44.310001373291016
2020-07-16,43.5099983215332
2020-07-17,43.95000076293945
2020-07-20,44.36000061035156
2020-07-21,44.84000015258789
2020-07-22,44.439998626708984
2020-07-23,45.310001373291016
2020-07-24,44.029998779296875
2020-07-27,45.060001373291016
2020-07-28,44.720001220703125
2020-07-29,45.56999969482422
2020-07-30,45.540000915527344
2020-07-31,44.5099983215332
2020-08-03,45.540000915527344
2020-08-04,45.130001068115234
2020-08-05,45.91999816894531
2020-08-06,49.04999923706055
2020-08-07,49.16999816894531
2020-08-10,48.40999984741211
2020-08-11,47.959999084472656
2020-08-12,49.5099983215332
2020-08-13,50.060001373291016
2020-08-14,50.380001068115234
2020-08-17,50.83000183105469
2020-08-18,51.7599983215332
2020-08-19,50.65999984741211
2020-08-20,50.63999938964844
2020-08-21,50.70000076293945
2020-08-24,52.189998626708984
2020-08-25,52.56999969482422
2020-08-26,52.599998474121094
2020-08-27,52.040000915527344
2020-08-28,52.02000045776367
2020-08-31,52.40999984741211
2020-09-01,53.40999984741211
2020-09-02,54.310001373291016
2020-09-03,50.900001525878906
2020-09-04,49.959999084472656
2020-09-08,49.13999938964844
2020-09-09,50.11000061035156
2020-09-10,49.15999984741211
2020-09-11,50.15999984741211
2020-09-14,50.43000030517578
2020-09-15,52.08000183105469
2020-09-16,51.310001373291016
2020-09-17,49.790000915527344
2020-09-18,49.349998474121094
2020-09-21,47.79999923706055
2020-09-22,48.54999923706055
2020-09-23,47.63999938964844
2020-09-24,47.08000183105469
2020-09-25,47.849998474121094
2020-09-28,48.70000076293945
2020-09-29,48.91999816894531
2020-09-30,48.70000076293945
2020-10-01,48.869998931884766
2020-10-02,49.33000183105469
2020-10-05,50.720001220703125
2020-10-06,48.93000030517578
2020-10-07,50.5099983215332
2020-10-08,51.099998474121094
2020-10-09,51.380001068115234
2020-10-12,52.310001373291016
2020-10-13,51.720001220703125
2020-10-14,50.540000915527344
2020-10-15,52.290000915527344
2020-10-16,52.34000015258789
2020-10-19,51.970001220703125
2020-10-20,51.91999816894531
2020-10-21,50.7400016784668
2020-10-22,50.939998626708984
2020-10-23,50.08000183105469
2020-10-26,49.22999954223633
2020-10-27,50.65999984741211
2020-10-28,47.880001068115234
2020-10-29,48.47999954223633
2020-10-30,48.130001068115234
2020-11-02,50.7400016784668
2020-11-03,52.68000030517578
2020-11-04,53.029998779296875
2020-11-05,55.83000183105469
2020-11-06,56.0
2020-11-09,57.540000915527344
2020-11-10,58.25
2020-11-11,57.400001525878906
2020-11-12,56.88999938964844
2020-11-13,58.11000061035156
2020-11-16,58.59000015258789
2020-11-17,57.310001373291016
2020-11-18,56.849998474121094
2020-11-19,57.7400016784668
2020-11-20,58.310001373291016
2020-11-23,58.959999084472656
2020-11-24,60.59000015258789
2020-11-25,59.38999938964844
2020-11-27,60.45000076293945
2020-11-30,59.869998931884766
2020-12-01,60.72999954223633
2020-12-02,60.66999816894531
2020-12-03,61.0099983215332
2020-12-04,63.02000045776367
2020-12-07,63.08000183105469
2020-12-08,63.099998474121094
2020-12-09,63.2400016784668
2020-12-10,62.380001068115234
2020-12-11,62.84000015258789
2020-12-14,64.63999938964844
2020-12-15,65.30000305175781
2020-12-16,65.62000274658203
2020-12-17,65.97000122070312
2020-12-18,66.1500015258789
2020-12-21,66.62999725341797
2020-12-22,66.18000030517578
2020-12-23,66.58000183105469
2020-12-24,66.6500015258789
2020-12-28,66.43000030517578
2020-12-29,65.7699966430664
2020-12-30,66.33000183105469
2020-12-31,66.7699966430664
2021-01-04,66.29000091552734
2021-01-05,66.8499984741211
2021-01-06,68.41000366210938
2021-01-07,71.83999633789062
2021-01-08,72.31999969482422
2021-01-11,73.08000183105469
2021-01-12,71.91000366210938
2021-01-13,70.0199966430664
2021-01-14,69.87000274658203
2021-01-15,69.45999908447266
2021-01-19,69.19000244140625
2021-01-20,71.41999816894531
2021-01-21,70.30999755859375
2021-01-22,70.76000213623047
2021-01-25,70.86000061035156
2021-01-26,69.66999816894531
2021-01-27,66.6500015258789
2021-01-28,67.62999725341797
2021-01-29,65.91000366210938
2021-02-01,67.72000122070312
2021-02-02,70.80999755859375
2021-02-03,70.5999984741211
2021-02-04,71.43000030517578
2021-02-05,72.2699966430664
2021-02-08,73.98999786376953
2021-02-09,74.72000122070312
2021-02-10,73.98999786376953
2021-02-11,73.04000091552734
2021-02-12,73.97000122070312
2021-02-16,75.16999816894531
2021-02-17,72.4800033569336
2021-02-18,72.5
2021-02-19,72.98999786376953
2021-02-22,72.5199966430664
2021-02-23,73.62999725341797
2021-02-24,76.05000305175781
2021-02-25,73.63999938964844
2021-02-26,74.13999938964844
2021-03-01,77.55999755859375
2021-03-02,75.56999969482422
2021-03-03,74.08000183105469
2021-03-04,70.37000274658203
2021-03-05,70.66999816894531
2021-03-08,69.54000091552734
2021-03-09,70.37000274658203
2021-03-10,70.87000274658203
2021-03-11,74.2300033569336
2021-03-12,73.87000274658203
2021-03-15,75.4800033569336
2021-03-16,75.69999694824219
2021-03-17,76.69000244140625
2021-03-18,74.62000274658203
2021-03-19,74.68000030517578
2021-03-22,75.18000030517578
2021-03-23,71.19000244140625
2021-03-24,70.93000030517578
2021-03-25,72.29000091552734
2021-03-26,74.69999694824219
2021-03-29,75.27999877929688
2021-03-30,76.04000091552734
2021-03-31,77.79000091552734
2021-04-01,80.73999786376953
2021-04-05,83.73999786376953
2021-04-06,82.91999816894531
2021-04-07,79.73999786376953
2021-04-08,80.4000015258789
2021-04-09,80.4000015258789
2021-04-12,81.30000305175781
2021-04-13,81.63999938964844
2021-04-14,81.13999938964844
2021-04-15,82.05000305175781
2021-04-16,81.97000122070312
2021-04-19,80.97000122070312
2021-04-20,79.41999816894531
2021-04-21,81.0
2021-04-22,81.33999633789062
2021-04-23,82.54000091552734
2021-04-26,84.12000274658203
2021-04-27,84.05999755859375
2021-04-28,83.45999908447266
2021-04-29,83.66000366210938
2021-04-30,82.0
2021-05-03,81.19999694824219
2021-05-04,79.93000030517578
2021-05-05,81.11000061035156
2021-05-06,75.91999816894531
2021-05-07,79.33000183105469
2021-05-10,77.73999786376953
2021-05-11,76.47000122070312
2021-05-12,73.83999633789062
2021-05-13,74.29000091552734
2021-05-14,76.30999755859375
2021-05-17,76.2300033569336
2021-05-18,75.45999908447266
2021-05-19,74.7699966430664
2021-05-20,76.76000213623047
2021-05-21,76.72000122070312
2021-05-24,77.94000244140625
2021-05-25,78.29000091552734
2021-05-26,78.16000366210938
2021-05-27,78.11000061035156
2021-05-28,77.79000091552734
2021-06-01,78.43000030517578
2021-06-02,78.43000030517578
2021-06-03,77.8499984741211
2021-06-04,79.81999969482422
2021-06-07,78.22000122070312
2021-06-08,78.37999725341797
2021-06-09,78.16000366210938
2021-06-10,78.76000213623047
2021-06-11,78.61000061035156
2021-06-14,78.79000091552734
2021-06-15,78.19000244140625
2021-06-16,78.2699966430664
2021-06-17,78.19999694824219
2021-06-18,77.87000274658203
2021-06-21,78.95999908447266
2021-06-22,79.4000015258789
2021-06-23,79.23999786376953
2021-06-24,80.48999786376953
2021-06-25,81.05000305175781
2021-06-28,81.66000366210938
2021-06-29,82.7300033569336
2021-06-30,81.83000183105469
2021-07-01,82.44999694824219
2021-07-02,82.56999969482422
2021-07-06,82.7300033569336
2021-07-07,82.91000366210938
2021-07-08,81.48999786376953
2021-07-09,83.26000213623047
2021-07-12,84.05000305175781
2021-07-13,82.66000366210938
2021-07-14,82.4000015258789
2021-07-15,80.94000244140625
2021-07-16,79.22000122070312
2021-07-19,78.70999908447266
2021-07-20,80.69000244140625
2021-07-21,82.44000244140625
2021-07-22,82.33000183105469
2021-07-23,83.44999694824219
2021-07-26,83.2300033569336
2021-07-27,82.48999786376953
2021-07-28,84.12000274658203
2021-07-29,85.48999786376953
2021-07-30,85.5
2021-08-02,85.30999755859375
2021-08-03,85.80999755859375
2021-08-04,86.7300033569336
2021-08-05,89.41999816894531
2021-08-06,89.36000061035156
2021-08-09,89.18000030517578
2021-08-10,88.98999786376953
2021-08-11,89.08999633789062
2021-08-12,88.61000061035156
2021-08-13,88.9000015258789
2021-08-16,90.08000183105469
2021-08-17,88.5999984741211
2021-08-18,88.79000091552734
2021-08-19,88.93000030517578
2021-08-20,90.58999633789062
2021-08-23,92.08999633789062
2021-08-24,92.66000366210938
2021-08-25,94.20999908447266
2021-08-26,94.36000061035156
2021-08-27,95.70999908447266
2021-08-30,95.72000122070312
2021-08-31,94.22000122070312
2021-09-01,93.75
2021-09-02,94.36000061035156
2021-09-03,94.86000061035156
2021-09-07,94.58000183105469
2021-09-08,93.9000015258789
2021-09-09,93.6500015258789
2021-09-10,93.87999725341797
2021-09-13,91.80999755859375
2021-09-14,91.30999755859375
2021-09-15,91.9000015258789
2021-09-16,91.94999694824219
2021-09-17,90.58999633789062
2021-09-20,89.11000061035156
2021-09-21,88.97000122070312
2021-09-22,90.54000091552734
2021-09-23,89.58999633789062
2021-09-24,87.69999694824219
2021-09-27,86.62999725341797
2021-09-28,84.36000061035156
2021-09-29,84.30999755859375
2021-09-30,82.25
2021-10-01,84.13999938964844
2021-10-04,81.37000274658203
2021-10-05,82.30999755859375
2021-10-06,81.86000061035156
2021-10-07,82.9000015258789
2021-10-08,81.93000030517578
2021-10-11,80.37999725341797
2021-10-12,80.68000030517578
2021-10-13,81.08999633789062
2021-10-14,83.62000274658203
2021-10-15,84.93000030517578
2021-10-18,85.19999694824219
2021-10-19,87.04000091552734
2021-10-20,86.51000213623047
2021-10-21,87.69000244140625
2021-10-22,87.12000274658203
2021-10-25,86.94999694824219
2021-10-26,86.41000366210938
2021-10-27,85.7300033569336
2021-10-28,87.69999694824219
2021-10-29,87.37000274658203
